year,week_num,SKU,ret_net_1_price,ret_net_2_price,ret_net_3_price
2019,1,29011,2741.871025037603,2762.986208766808,2764.7236672620656
2019,1,29156,477.9989575370266,483.1141535347783,475.23371663012534
2019,1,29297,2201.1099571422938,2248.237437127678,2231.6498377208604
2019,1,29438,4038.0255123030747,4187.956320596885,4092.4227501074747
2019,1,29698,2476.9786029827237,2499.0532229259315,2473.576137001172
2019,1,29869,4329.430444074813,4369.310142141615,4316.750044033599
2019,1,29946,1601.203149908781,1593.8582508782677,1624.3784979744528
2019,1,31327,3803.864405756858,3843.6394935046756,3862.951950591542
2019,1,31344,4460.087009741155,4371.794546705872,4461.787916167308
2019,1,31840,1410.767554155659,1385.9182047212262,1412.1895444339502
2019,1,32567,143.65297598373925,143.2779407477817,141.69324255350028
2019,1,32593,805.0338448746182,813.5007596852548,802.4180768454901
2019,1,32644,3053.129357586941,3096.6854396701574,3105.642303052132
2019,1,32801,900.7258502512202,881.211023076225,919.421044337515
2019,1,33086,2412.424383946943,2407.029566645092,2421.5940294854745
2019,1,33491,2281.858627423665,2315.675427218839,2298.0554092858415
2019,1,33880,647.4323811137584,636.5519153167386,664.0413543971894
2019,1,34466,389.88812750555536,395.01943247489174,385.1009225548148
2019,1,35968,817.0395656320918,789.2605429997694,805.9286277271439
2019,1,36123,3917.423656747215,3807.9898774979456,3888.8585902961217
2019,1,37239,324.0288941952246,329.4566544447893,323.42707670500795
2019,1,37657,2206.7528987075757,2166.315510567426,2159.8813998267537
2019,1,37909,1243.4437989806381,1231.6832749810333,1233.1414725267261
2019,1,38152,1447.653980510675,1426.055696862697,1464.4226714118065
2019,1,38457,906.338039200144,920.0492935474023,916.739930846647
2019,1,38664,2006.179659370939,2052.2015965245014,1988.442578649301
2019,1,38700,1722.9462760018778,1744.8263091706144,1709.2227071268221
2019,1,39148,1971.4280598979365,2031.1688078584518,1973.976801249991
2019,1,39474,4063.8167798464287,4035.4810470792236,4102.672927498522
2019,1,39631,3428.452941279457,3354.4583228827487,3387.7288632993677
2019,1,39811,3626.0825131232086,3653.068372615217,3632.440166511926
2019,1,40038,3896.911528704245,3800.9662705862847,3891.08328082241
2019,1,40685,1145.292168759675,1165.3916652824705,1126.014432452408
2019,1,40890,3916.4627950278514,3856.356768244184,3917.916939866211
2019,1,40945,851.25411608184,848.8456561574832,851.8615651574584
2019,1,41069,4101.99808308351,4182.143897385193,4106.306857651189
2019,1,42231,1060.390564284472,1078.6669970679197,1093.5823827776576
2019,1,43138,1116.517956232905,1103.9195868684299,1100.9729799039642
2019,1,43198,1190.9072469086213,1167.8323951274472,1156.4627361272865
2019,1,43619,2229.280419125471,2244.1026192272748,2233.443717824971
2019,1,43692,2967.4955945414363,2990.545704035293,2938.3681954553267
2019,1,44465,3972.7171792175473,4060.305414868479,3936.873950761078
2019,1,45111,2651.0303481574824,2635.6855734380883,2607.566391388391
2019,1,45125,630.3067868812415,619.6010398857893,627.8580692175406
2019,1,45404,2766.880951183582,2797.8612281096407,2775.3093405368136
2019,1,45681,1358.0494742267124,1385.8357551682864,1395.6079886734587
2019,1,46046,2457.1515672920395,2468.9003388027177,2481.9354611316344
2019,1,46181,1733.5663285662881,1775.6180022641047,1791.4141034554514
2019,1,46354,4451.780567469277,4466.415139440157,4293.55024280489
2019,1,46366,4503.242743401655,4446.678117709076,4483.153120782003
2019,1,46933,2290.6978837414467,2319.1354262531368,2293.558855284238
2019,1,47065,4040.147965766304,4148.342315532719,4005.0665185579874
2019,1,47291,3830.7656961582984,3794.619304143922,3792.279040360281
2019,1,47729,3139.0873557409222,3120.9647447232314,3119.514767691233
2019,1,48668,3348.1401224061206,3353.400955257693,3311.791206778986
2019,1,48723,428.02023558999053,429.34477299498377,440.3484541062701
2019,1,49054,3626.0890343644182,3651.276329914459,3610.3896161602347
2019,1,49092,426.8799714956773,426.76364820320674,435.2502840043526
2019,1,49321,1690.0749495548855,1691.7169332620779,1750.5243090590175
2019,1,49957,2268.5272065871795,2234.029955269161,2263.655555186126
2019,1,50551,4019.782509658273,3994.5384885729313,4074.9798059726095
2019,1,50902,2568.8538486099546,2546.4582755602164,2548.8120388124535
2019,1,51319,482.0783420574359,480.27954025683306,484.54877218089496
2019,1,51847,2952.5955413638935,2991.9254050905784,2987.1456766057736
2019,1,52820,2626.764748429843,2525.217733325842,2646.2107615337177
2019,1,53211,1747.915292799782,1730.4372400878044,1772.8207346908678
2019,1,53278,1952.2472209303767,1952.812124342155,1959.5806782610646
2019,1,54889,1664.452347044281,1681.7944145305948,1633.6892654246847
2019,1,56082,2105.4698377986165,2133.5433983059092,2145.9738806832092
2019,1,56200,2996.662411356291,2963.230277307527,2941.0115212807173
2019,1,57124,356.7889337468265,359.1337531996985,363.3084023513366
2019,1,57340,1303.782018461642,1310.9565665389928,1318.023655766852
2019,1,57569,3035.822009175757,3048.6325624646984,3026.242243368666
2019,1,57706,1601.6699825788298,1588.4569072274876,1590.0498381209743
2019,1,58405,4457.190521302494,4436.805973103122,4494.483543699491
2019,1,58998,819.6213172676643,828.8733800034444,826.9074419441708
2019,1,59877,352.6254596053024,348.7388692843007,343.66097557442276
2019,1,60280,3872.2144015427357,3866.855692591447,3924.059202930308
2019,1,60289,1392.0451550936803,1363.7456568672342,1436.8568620889266
2019,1,60416,829.09251677369,835.4455764892402,829.8085052772765
2019,1,60934,3572.699546182729,3557.6586106983204,3623.515682039318
2019,1,61041,3629.423912057458,3624.332310745086,3653.976516486595
2019,1,62050,4365.894929675846,4323.595906843455,4387.114056406371
2019,1,62993,1854.8214428411866,1851.7104523017777,1865.840595179277
2019,1,63638,1852.4730164773964,1866.2620745197498,1871.7072149363378
2019,1,63719,559.5021742117713,554.92656119433,555.2413791529551
2019,1,64404,1327.8218262651799,1330.4149784886606,1319.9246862647174
2019,1,64998,3484.171283619888,3471.668303195441,3367.098819971783
2019,1,65119,903.2571023160747,877.9216318060153,902.9104544658734
2019,1,65318,4383.809808459539,4381.625054908753,4356.040451101527
2019,1,66067,569.5348244022969,596.6257253219908,560.9217509919229
2019,1,66916,3933.223636672896,3869.649655438597,3829.5510223400343
2019,1,67103,284.8004649235272,288.3206790257136,285.5311197033298
2019,1,67330,1599.7611182063513,1596.2612174447281,1591.734073446677
2019,1,67362,3863.351222069687,3966.1904504151494,3791.1268965158956
2019,1,67728,1332.6457377566785,1287.0450827791806,1278.382846302449
2019,1,67941,3229.2397312779735,3286.290584881201,3219.458724226923
2019,1,68011,3644.4725241798506,3642.4303120359355,3676.03490560915
2019,1,68208,794.8863953686885,776.9351757688936,791.7024723608197
2019,1,68475,3021.359655908744,2976.9526612073923,2987.7563648814653
2019,1,68592,2814.9501137148604,2858.6451444997256,2812.3748121319045
2019,1,69054,4252.411744505007,4249.152823247176,4244.076914787245
2019,1,69144,3665.2478959323985,3722.651363725565,3581.1472034494086
2019,1,69565,1953.4511879398465,1978.5653625380214,2021.6024356145604
2019,1,69577,270.6426426663759,270.03903207606743,274.1510407990532
2019,1,69650,314.7139789918376,317.92633790326784,325.7077733210826
2019,1,69793,2772.0052844229353,2789.501241612496,2748.5947035722184
2019,1,70022,1014.4955391108558,1016.8658585952942,1006.7076647507705
2019,1,71570,1317.3228962490666,1314.3052091860686,1309.5524319334966
2019,1,71773,1671.4450348961661,1600.198920431033,1680.5616865359368
2019,1,72021,3375.7951122208624,3453.553901500459,3392.173408890396
2019,1,72432,3305.5074364365596,3225.9983673399806,3252.4677421485726
2019,1,73444,3813.20824196754,3857.388970680954,3813.1333135546
2019,1,73755,3726.4472791683243,3682.4482911087375,3640.855945015238
2019,1,73914,2186.6276335650423,2201.7804472031153,2216.2605894900726
2019,1,74010,2077.7931033058726,2074.074499259144,2090.650825641912
2019,1,74182,3131.8315047933424,3159.9473230859526,3166.165938666673
2019,1,74428,2469.8317296777072,2545.0109465745136,2519.009118005833
2019,1,74743,1765.5269157892956,1745.065333593056,1788.1384696632697
2019,1,74805,3813.9293417166314,3912.9443087302297,3790.6005936492215
2019,1,74914,1969.632910012549,1934.81964640692,1966.9251249804543
2019,1,75280,2355.329652551584,2276.83289128625,2343.7919015598873
2019,1,75343,2949.4235701338384,3020.9222102849776,2970.0554260550016
2019,1,75356,804.0785588812765,823.3784732459542,810.8864854213647
2019,1,75982,1108.0388563082745,1129.3008915576513,1118.3487665916537
2019,1,76011,388.755466641118,387.4108237914214,383.257642871121
2019,1,76202,3416.4109080063845,3339.5552359449193,3438.4313838512526
2019,1,76245,392.4464775469075,384.2685637125575,387.9134339092046
2019,1,76401,2421.5133037285914,2346.488907708053,2376.443001644186
2019,1,76607,3053.218811194194,3022.193309286713,3036.981852476711
2019,1,77068,2328.961285436987,2334.684323258682,2304.893360968784
2019,1,77374,2629.4212627775587,2684.8944138729253,2638.7875754437896
2019,1,77593,2368.9456317044774,2441.619108404938,2359.3946955843944
2019,1,78072,4544.213475195523,4324.32759445059,4492.245274808899
2019,1,78354,2287.936345175399,2296.748518708003,2288.0948062412426
2019,1,79907,2472.6018241384813,2431.2712032370137,2465.0568372278376
2019,1,80542,3165.2621692061243,3074.4815014137125,3249.136294213586
2019,1,80765,1042.8355347570478,1033.2878581949258,1046.69314124554
2019,1,81603,2357.068119246679,2375.198696994002,2382.7759786729525
2019,1,81944,579.4513701023847,563.760815084034,571.267701368191
2019,1,82804,4059.8111100743654,4102.843613905213,4118.864403448159
2019,1,82947,164.85882028639037,160.5372730784615,159.53712532520134
2019,1,84011,4420.353248730956,4489.499187896246,4466.985150313582
2019,1,84024,3783.7914219797854,3732.182732938745,3774.7338616048582
2019,1,84724,854.8198618700486,855.7420121012902,859.3999150520577
2019,1,84910,3693.1894718608482,3629.608785093743,3678.7364001698934
2019,1,85231,4508.582548577315,4461.227693745213,4429.639600403478
2019,1,85535,1305.8264320143003,1273.6042840048563,1291.397549157103
2019,1,85938,1523.793024346557,1501.8933650459637,1541.5792872334093
2019,1,86491,925.5688901322474,908.792036465143,935.9725104180762
2019,1,86541,3021.361085536747,3009.0017496844757,3030.197895619928
2019,1,86653,1057.515458942019,1064.3589279689336,1058.6186139191466
2019,1,87102,4144.991723847096,4069.9863924708366,4131.774286840397
2019,1,87397,2817.0822348320635,2808.0621684491484,2821.9791527937246
2019,1,87975,4008.6593445777944,3965.191140268605,4030.808886910268
2019,1,88094,803.0423151560349,824.0177289919717,816.9133463567778
2019,1,88333,2848.779405922851,2855.8590218810855,2895.8960505910163
2019,1,88404,2062.669405059468,2047.1211734160931,2051.353208318689
2019,1,89177,1283.19433713393,1288.2531022940434,1269.1315077922427
2019,1,89503,3740.7686260499377,3779.580748870835,3667.393589934736
2019,1,89833,2084.142117159389,1986.521888538746,2091.02445502653
2019,1,90376,1439.7318427363427,1458.421623402413,1488.2229851804182
2019,1,91082,1097.0498589874787,1083.547048295042,1111.9258737480718
2019,1,91775,1386.4918600321187,1378.7774185452797,1340.177338571731
2019,1,92936,990.1145442917906,1004.6096988281828,982.3960935099403
2019,1,93101,2672.5662663398602,2608.7512029715544,2648.4090127235904
2019,1,93487,1467.562309235373,1462.380933742075,1481.7700036762722
2019,1,93822,1763.6733950026157,1725.1229063605308,1708.3660502428534
2019,1,94018,904.5653008864193,907.7320128326154,913.5234963804738
2019,1,94354,520.0609161753554,515.7196552002065,540.9409306513696
2019,1,94676,3561.1651142991022,3543.585991332283,3587.4806941321312
2019,1,95369,1314.8937487002397,1346.478416739822,1327.3264751822949
2019,1,95557,626.7125289379742,625.4254038832897,627.5722421556823
2019,1,95683,4190.405462936746,4132.368770589657,4047.2033560845853
2019,1,96588,1210.0098905178083,1194.2846762099418,1206.97973972059
2019,1,97493,1407.7298759022924,1349.7945677652908,1403.6377514689432
2019,1,97659,3417.711086308619,3416.173888780863,3469.581557615755
2019,1,98346,1623.6245524714172,1611.4389129390202,1609.4828396068308
2019,1,98642,1452.0365113209537,1457.602131071959,1444.2050360610774
2019,1,98774,1708.0145689894841,1727.8290370470536,1687.9024856077406
2019,1,99905,1635.8252297253148,1658.4225194397984,1684.6924189328013
2019,2,10290,975.1024832859298,978.3157221748634,964.1728841988747
2019,2,10973,3791.3350921475276,3755.992746150091,3804.434181766127
2019,2,11179,3727.5997310186394,3735.8663996302785,3736.002296098942
2019,2,15143,704.4501369996542,689.7623877544173,700.6799040572834
2019,2,15475,2984.574617677495,2968.81518977576,2980.5432916699406
2019,2,15499,3136.9328711684016,3071.530585067487,3157.376055698084
2019,2,15577,4122.091429894227,4055.961394332985,4075.095543424723
2019,2,15646,4220.649938720617,4108.4057075336,4228.667116221453
2019,2,15806,1694.7186461576955,1657.916641782587,1669.312820081907
2019,2,15834,1757.8175946738675,1765.4797653382395,1778.8048060398005
2019,2,15850,3526.157040503318,3508.0862933040585,3569.8343593642817
2019,2,15905,3619.3760325416224,3636.92624698445,3581.671617196573
2019,2,16496,2435.9799515631203,2494.709474451432,2442.8547088181786
2019,2,16542,336.97231650765957,334.1866258339211,339.84008135700253
2019,2,16700,2645.088675728634,2638.0076324308457,2613.4311124458195
2019,2,16805,1894.8891080147346,1811.9563645011694,1939.5397417225504
2019,2,17406,3146.0737242548607,3184.5308044256944,3174.6512805728025
2019,2,17657,279.42474045691097,276.7549998229348,281.18355152109683
2019,2,18139,470.0408168650624,474.98413946606496,457.45821434042097
2019,2,18966,803.2992965410668,812.1461137959637,818.7240161848671
2019,2,19480,1329.7174170159278,1363.468759218086,1335.8197790208133
2019,2,19703,3849.835194518378,3894.5618593993668,3846.4389347609404
2019,2,19990,3758.5567530905437,3730.6673872371234,3638.5115532024492
2019,2,20427,472.5386947854318,471.5551130325269,456.43841301666384
2019,2,21041,4125.2594773627625,4203.9418950867575,4134.217458379062
2019,2,21147,3446.0898268105593,3409.6959610076296,3465.7859848378243
2019,2,21516,203.1902245405915,207.5841654963595,207.46138102810255
2019,2,22579,3348.668751318962,3304.3433220080447,3314.299722735243
2019,2,23226,3353.450726161257,3337.189839629531,3408.6546587856446
2019,2,23324,4418.5942171304705,4350.556772264528,4456.015469896628
2019,2,23497,1983.4926393376775,2010.884468494591,2015.1870777387317
2019,2,23806,342.48861297977754,348.30714257261684,351.1382251790049
2019,2,24525,1896.9229703607086,1863.009926295911,1938.1790781164257
2019,2,24626,1537.1733123625795,1514.6333692402611,1501.0633813195457
2019,2,25684,2341.73627431329,2317.9411148405447,2323.925760956508
2019,2,26616,504.91820784068824,488.75821451662745,509.0637731978946
2019,2,26756,4350.641531437629,4276.719312318247,4357.884266436684
2019,2,27029,3726.4501980977902,3834.6603083026025,3749.16137413641
2019,2,27417,3019.6895200074296,3020.0031072314364,2971.205033705591
2019,2,27447,1680.3801125078166,1713.3407733934143,1659.9574834056625
2019,2,29011,2829.6203101167353,2800.6918650704333,2826.648488715199
2019,2,29156,463.5891110557996,466.03787383689314,475.07630079478815
2019,2,29869,4530.189982223481,4534.471619408515,4384.405855795763
2019,2,29946,1599.9768765908966,1530.614025136708,1602.0341136177203
2019,2,31327,3844.756854709238,3912.2208010267,3825.3843265600217
2019,2,31344,4377.01262886543,4370.771394079989,4347.204593486461
2019,2,32567,137.9819777298225,139.43190815550852,138.97938302289668
2019,2,32593,799.8150117458994,803.2078065897665,804.165803747838
2019,2,32644,3084.7084581302706,3147.844699109742,3162.1039209085866
2019,2,32801,909.575042986591,920.2687785462283,916.7011498829585
2019,2,33491,2279.85461671365,2340.8322353618687,2280.982618292008
2019,2,35968,811.7390649837912,834.1273864023656,822.1757127650856
2019,2,36123,3850.6858530874474,3961.0197501316707,3792.005928682337
2019,2,37657,2181.040123147395,2141.3171152368523,2132.91404739293
2019,2,38664,1919.2439129142465,1917.6338045701827,1912.6376699848875
2019,2,39474,4053.122687401881,4034.315302328216,4086.221965738292
2019,2,39811,3720.9552104059035,3689.0688363409213,3744.367414393116
2019,2,40890,3808.477619650554,3882.599959642838,3963.787703651454
2019,2,40945,843.3489227875511,848.4475199171238,854.0319684916115
2019,2,41069,4108.9493514052965,4119.623069303111,4067.762969394673
2019,2,42231,1096.3400125978073,1068.3202227786667,1079.812073640605
2019,2,43198,1196.9170982320632,1176.6334681613062,1195.8242848989996
2019,2,43619,2193.769786809978,2187.9658597409984,2169.825690225192
2019,2,43692,2920.6281174138253,2875.6414796389886,2840.9256355668463
2019,2,45125,628.5344937863865,636.463206997698,630.0592425607839
2019,2,45404,2812.3564896339894,2757.569728904876,2747.002104312195
2019,2,46046,2425.5031877324514,2483.906325653204,2433.6491601352423
2019,2,46181,1805.6752470337942,1793.700573257181,1798.2813509379605
2019,2,46354,4447.830614671257,4367.6946374759755,4436.262732425802
2019,2,47291,3830.0073466170516,3839.349535512464,3859.707571859773
2019,2,48723,438.1090363407898,431.2060293356977,439.762715233548
2019,2,49054,3824.2937249105285,3584.9725976890372,3581.092588393545
2019,2,49092,450.8135145978394,448.611138909238,448.37101206662226
2019,2,49321,1726.975087447282,1721.0706824822448,1698.4293464225298
2019,2,50902,2649.5660275868236,2653.9011554287467,2647.0534635077884
2019,2,51319,482.8341476856756,494.5464617292402,493.3257868716305
2019,2,52820,2635.57851112001,2622.7394549765027,2631.814567771282
2019,2,53211,1734.1104637852932,1734.008673049845,1739.4093016884779
2019,2,54889,1642.5321275136246,1612.6623770448548,1653.854245208496
2019,2,57124,362.21109203738786,367.66690653319773,367.4933298405946
2019,2,57569,3022.70842839374,3017.085673770505,3034.6930750181723
2019,2,58998,810.8284388347612,810.8985917397246,817.4767503237556
2019,2,59877,340.72975985280794,339.0555201100832,355.4577965075153
2019,2,60280,4050.1365464714595,4010.928521383744,3972.9812806464097
2019,2,60289,1371.1100202137868,1360.1214581263512,1376.2851491063616
2019,2,60416,809.119640853966,801.2505516705899,836.6426711990752
2019,2,62050,4354.146087042179,4387.570187860329,4318.711439318516
2019,2,62993,1798.0434892220662,1855.3792153256372,1823.9528563595698
2019,2,64404,1316.958412326597,1329.8530938249314,1318.7009333768397
2019,2,64998,3634.7353391584943,3583.2400026723803,3554.1371047474927
2019,2,65119,907.2441290434584,926.2513009094121,928.0351240495503
2019,2,67103,278.6427258159056,283.45497925714534,273.11383910143013
2019,2,67330,1602.1943658705115,1630.4946381313873,1603.5724985142929
2019,2,67728,1322.6766903532068,1318.4950205298471,1333.1804860270333
2019,2,67941,3227.790140129475,3240.978740769407,3221.185780553177
2019,2,68208,820.8672826924849,804.2741526123115,822.9566225016624
2019,2,68475,2987.062529629613,3016.728629988819,2991.2216929906217
2019,2,69565,2009.0507614941312,1981.5636263326544,2005.3267578155753
2019,2,69793,2748.890463093187,2765.953219064776,2742.2993219479586
2019,2,70022,1038.5786654832202,1045.0050893552284,1032.3119530875272
2019,2,73444,3755.824467515356,3907.04638474557,3741.195942102225
2019,2,73914,2310.459780930019,2257.8912146472676,2285.9019643644947
2019,2,74010,2049.794735249849,2055.057187523122,2051.372564815836
2019,2,74428,2474.904804338781,2497.3891926121087,2486.6157876369925
2019,2,74743,1800.2446964267283,1747.2830055425968,1732.5916068430467
2019,2,74805,3723.154031777149,3663.5144377313977,3765.9331752159915
2019,2,74914,1933.1367118585526,1979.4872021733113,1956.7048763380328
2019,2,75280,2375.0943851425177,2361.1248130309464,2333.5827921850387
2019,2,75356,807.7102584877248,820.3772576765716,807.1181831471026
2019,2,76401,2385.837249496228,2337.5141457749914,2387.016141828176
2019,2,77068,2330.0258148480875,2313.049884373335,2330.6302717065137
2019,2,77374,2602.899213900327,2649.8312155096337,2670.2274646510778
2019,2,77593,2437.708843619791,2475.4496248850505,2318.265565863934
2019,2,81944,569.3642163423684,568.4436763077299,583.4785790553178
2019,2,82307,959.0302550345014,964.5022655905392,945.3647814620349
2019,2,82947,142.09866355845065,139.85887048664463,142.7686609025733
2019,2,84011,4550.323179173841,4313.892141250426,4438.0306411527
2019,2,84910,3760.0896427455446,3683.5698751541313,3704.3529569592893
2019,2,85231,4467.973469130602,4517.337957863097,4447.571964046097
2019,2,85535,1300.7711944569155,1295.218264711581,1309.9967550595543
2019,2,85938,1517.160464720615,1533.7903507700776,1534.123860240721
2019,2,86491,924.9765303013011,913.59611732352,913.044824052593
2019,2,86541,2953.5334250693627,2944.910687659395,2901.7857927742716
2019,2,87102,4108.96632923528,4216.983415647553,4116.453712253582
2019,2,87397,2740.2954182416383,2676.0815034626876,2769.016712863284
2019,2,88333,2894.351921469426,2860.1167685662836,2878.0123152323913
2019,2,89177,1260.684769945654,1269.2888339283886,1274.5866580182487
2019,2,89503,3813.2862468274616,3688.171329538178,3731.623954780372
2019,2,93487,1512.2274906907614,1540.191215744362,1521.1976362787884
2019,2,93822,1730.1229289395164,1743.2644859460102,1737.0954465567334
2019,2,94018,903.4155497261385,908.4345914762038,886.8966606547842
2019,2,94354,525.9882402518436,535.0571346720119,526.6024369847631
2019,2,95557,615.8450574785797,620.7033815477567,625.3917136032517
2019,2,95683,4193.627707792807,4261.33263148682,4117.705078269202
2019,2,96588,1227.2626903975865,1253.318705700531,1211.0676127365152
2019,2,97493,1397.5184675441642,1374.7652266187663,1390.071774720052
2019,2,98346,1579.5449581644589,1602.7484947598725,1651.470385050121
2019,2,98642,1420.3360222527438,1476.3843069463899,1431.9015475120336
2019,2,99905,1697.0693220467433,1641.724350268172,1650.7694493345148
2019,3,10290,976.4414957024418,1001.7161841761367,980.1908883215027
2019,3,10973,3826.8911871196065,3859.7462651862156,3775.2786800145655
2019,3,11179,3715.9191348178847,3612.6233060698537,3671.3068692012853
2019,3,15143,695.3692118530596,691.9865994444713,691.9672607091032
2019,3,15475,2963.873404877825,2959.5958340122575,2917.767397298387
2019,3,15499,3378.367832355542,3440.1503480791616,3385.0021969973964
2019,3,15577,4128.235711204695,4090.179282693788,4072.5597887565937
2019,3,15646,4236.002794145263,4212.868872382024,4198.7454853272
2019,3,15806,1671.4571978292768,1609.5267658646264,1652.8850521435595
2019,3,15834,1904.186604239047,1886.2098643898514,1909.044089525882
2019,3,15850,3448.833875049964,3429.1731308794824,3554.139046300331
2019,3,15905,3633.5365510064044,3550.867564096896,3731.558344634672
2019,3,16496,2517.9252894002198,2481.544498753153,2554.4628083912594
2019,3,16542,344.1032918370129,353.2991495868983,338.20172326540074
2019,3,16700,2898.2655773527736,2950.523823881509,2888.2942341344074
2019,3,16805,1872.5199122937397,1891.4416212625808,1872.375460890707
2019,3,17406,3511.2672530608643,3499.128845170164,3581.6465900594453
2019,3,17657,278.69557998554916,273.89355107217875,279.10014756104937
2019,3,18139,459.0884489550092,452.65146438311194,452.68994205365004
2019,3,18966,808.7335007365234,811.4724318494923,824.0702504240288
2019,3,19480,1335.279914951892,1356.6880703115771,1371.1249934787313
2019,3,19703,3881.547393174547,4017.756934664376,3938.3176700201643
2019,3,19990,3721.7139691420134,3603.548400192744,3761.697456183032
2019,3,20427,457.55516804296116,467.48714490087116,464.1772831255983
2019,3,21041,4117.555428383507,4135.315982575279,4087.3969281129857
